type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123171900,AbilaPost,Lucio Jakab of Save Our Wetlands speaking now at POK rally #AbilaPost,,,
mbdata,20140123171900,choconibbs,Note to APD: save time and arrest them all now! #POKRally,,,
ccdata,20140123171900,,DISTURBANCE-NOISE,,,3177 N. Gounaraki St
mbdata,20140123171901,KronosQuoth,The future heals descriptions of marvel #POKRally #HI,,,
mbdata,20140123171901,KronosQuoth,"If youre offered a seat on a rocket ship, dont ask what seat! Just get on.  #KronosStar #POKRally",,,
mbdata,20140123171901,KronosQuoth,"The past is a ghost, the future a dream. All we ever have is now.  #KronosStar #POKRally",,,
mbdata,20140123171931,Clevvah4Evah,I want a job 80% mental 30% fiscal #POK #Rally #Grammar,,,
mbdata,20140123172000,zengardener,RT @choconibbs Blather-blather-blather #Lucio #POKRally,,,
mbdata,20140123172000,BlueVelvet,RT @MindOfKronos What do we want? All the lame chanters out of the park. When do we want it? NOW,,,
mbdata,20140123172000,choconibbs,IT just doesn't get better than this #blather #POKRally,,,
mbdata,20140123172000,anaregents,cops are everywhere tonite i hop etheres no trouble,,,
mbdata,20140123172000,footfingers,greedy corporations are ruining Kronos and poisoning the people. fight back! #POK,36.054,24.902,
mbdata,20140123172002,KronosQuoth,"Limitations live only in our minds.  But if we use our imaginations, our possibilities become limitless.  #KronosStar #POKRally",,,
mbdata,20140123172002,KronosQuoth,People rarely succeed unless they have fun in what they are doing.  #POKRally #HI,,,
mbdata,20140123172002,KronosQuoth,"If youre offered a seat on a rocket ship, dont ask what seat! Just get on.  #KronosStar #POKRally",,,
mbdata,20140123172029,KronosQuoth,How wonderful it is that nobody need wait a single moment before starting to improve the world.  #KronosStar #POKRally,,,
mbdata,20140123172029,KronosQuoth,Evolution inspires incredible phenomena #POKRally #HI,,,
mbdata,20140123172029,KronosQuoth,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",,,
mbdata,20140123172033,wireHead1122,RT @ourcountryourrights The cops look scared cuz they know they serve corrupt masters #POK,,,
mbdata,20140123172051,KronosQuoth,"Nothing is impossible, the word itself says, Im possible!  #KronosStar #POKRally",,,
mbdata,20140123172051,KronosQuoth,"If you do what you always did, you will get what you always got.  #POKRally #HI",,,
mbdata,20140123172100,pinky,RT @truccotrucco gotta be 3000 people here! #POK is strong,,,
mbdata,20140123172100,POK,Jakab: We have a symbiotic relationship with the earth,,,
mbdata,20140123172100,truccotrucco,lots of cops but they cant stop us #POK,36.052,24.852,
mbdata,20140123172100,FriendsOfKronos,Lucio Jakab & Save OUr Wetlands terrorist sympathesizers #POK,,,
mbdata,20140123172100,michelleR,you people need to sit down UR blocking my view of the band!!!!!!!,,,
ccdata,20140123172100,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123172119,KronosQuoth,"The function of leadership is to produce more leaders, not more followers.  #POKRally #HI",,,
mbdata,20140123172133,BlueVelvet,RT @hempRules people r mean #trylove,,,
mbdata,20140123172145,KronosQuoth,"You can do anything, but not everything.  #POKRally #HI",,,
mbdata,20140123172145,KronosQuoth,"Nothing is impossible, the word itself says, Im possible!  #KronosStar #POKRally",,,
mbdata,20140123172200,slamrjamr,RT @POK Lucio quotes Albert Einstein to look into nature and you will understand everything better,,,
mbdata,20140123172200,joyce101,RT @anaregents cops are everywhere tonite i hop etheres no trouble,,,
mbdata,20140123172200,rnbwBrite,RT @truccotrucco lots of cops but they cant stop us #POK,,,
mbdata,20140123172200,POK,Jakab is getting cheers from the audience for his inspiring remarks,,,
mbdata,20140123172200,SaveOurWildlands,"Lucio """"our survival is directly linked to the survivial of all species""""""""",,,
mbdata,20140123172200,choconibbs,Send photos of the speakers @APD for their top ten wanted poster #POKRally,,,
ccdata,20140123172200,,VEHICLE ACCIDENT-REPORT,,,2582 N. Parla St
mbdata,20140123172206,KronosQuoth,The only way to do great work is to love what you do.  #KronosStar #POKRally,,,
mbdata,20140123172206,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,
mbdata,20140123172228,Clevvah4Evah,"In edition, you should always add instead of multiply #POK #Rally #Grammar",,,
mbdata,20140123172228,KronosQuoth,It is better to fail in originality than to succeed in imitation.  #POKRally #HI,,,
mbdata,20140123172228,KronosQuoth,The mind is everything. What you think you become.   #KronosStar #POKRally,,,
mbdata,20140123172247,truccotrucco,Lucio Jakab tells it like it is #POK #SOW,36.052,24.852,
ccdata,20140123172247,,TRAFFIC STOP,,,4133 N. Androutsou St
mbdata,20140123172250,KronosQuoth,"If you can't explain it simply, you don't understand it well enough.  #POKRally #HI",,,
mbdata,20140123172250,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,20140123172250,junkman995,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123172250,Clevvah4Evah,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar,,,
ccdata,20140123172251,,ALARM-SECURE NO CRIME,,,4357 N. Blant St
mbdata,20140123172300,rnbwBrite,RT @maha_Homeland Now speaking is Lucio Jakab of Save Our Wildlands - starting out by quoting Albert Einstein,,,
mbdata,20140123172300,lordWally,RT @choconibbs IT just doesn't get better than this #blather #POKRally,,,
mbdata,20140123172321,KronosQuoth,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI",,,
mbdata,20140123172322,choconibbs,Hey Jacob - hows the quality of life of the POK hostages? #POKRally,,,
mbdata,20140123172322,anaregents,"Lucio Jakab says """"our survival and quality of life is directly tied to the survival of all species""""""""",,,
mbdata,20140123172322,MindOfKronos,Blah blah blah. POK trying to put everyone to sleep?,,,
ccdata,20140123172322,,SUBJECT STOP,,,4252 N. Bairn St
mbdata,20140123172346,KronosQuoth,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",,,
mbdata,20140123172346,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,20140123172400,powercrystals,"Gain over 1,000 followers a week by using:  followers.kronos/getpopular #pokrally",,,
mbdata,20140123172400,POK,Jakab: Our survival and quality of life is tied to survivial of species,,,
mbdata,20140123172400,Viktor-E,Lucio Jakab visits Viktor-E in the studio.  Watch him try to play the keyboard at Viktor-E.kronos/ourfans,,,
mbdata,20140123172400,AbilaPost,POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172400,ourcountryourrights,we have to hold our officials accountable for their corruption #POK,,,
mbdata,20140123172400,ReggieWassali,awesome to see all the people supporting environment corporate & govt responsibilty community activism! #POKRally,,,
mbdata,20140123172400,katrina,I thought there was supposed to be a taco truck here,,,
mbdata,20140123172414,KronosQuoth,"To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",,,
mbdata,20140123172414,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,
mbdata,20140123172414,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,
mbdata,20140123172414,KronosQuoth,There are no traffic jams along the extra mile.  #KronosStar #POKRally,,,
mbdata,20140123172431,CentralBulletin,POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,
mbdata,20140123172431,choconibbs,"Where is the sign saying """"We snatched them!"""" #POKRally""""",,,
mbdata,20140123172431,FriendsOfKronos,Abila POst says POK rally peaceful tell that to the people they kidnapped #POK #terror,,,
mbdata,20140123172440,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,
mbdata,20140123172440,KronosQuoth,"Everything has beauty, but not everyone can see.  #KronosStar #POKRally",,,
mbdata,20140123172440,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,
mbdata,20140123172440,KronosQuoth,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally",,,
mbdata,20140123172500,BlueVelvet,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172500,phantomagate,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172500,brain448,RT @ourcountryourrights we have to hold our officials accountable for their corruption #POK,,,
mbdata,20140123172500,brain448,RT @ReggieWassali awesome to see all the people supporting environment corporate & govt responsibilty community activism! #POKRally,,,
mbdata,20140123172500,choconibbs,How many millions you want from their families? #POKlove,,,
mbdata,20140123172500,footfingers,President Kapelou is a stooge for greeddy Tethan corperations #POK˜,36.054,24.902,
mbdata,20140123172501,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,
mbdata,20140123172501,KronosQuoth,"Success is...knowing your purpose in life, growing to reach your maximum potential, and sowing seeds that benefit others.  #POKRally #HI",,,
mbdata,20140123172501,Clevvah4Evah,Thats bad I have carpool tunnel #POK #Rally #Grammar,,,
mbdata,20140123172501,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,
mbdata,20140123172509,choconibbs,@TomaToma Yeah? Who else you think did it?,,,
mbdata,20140123172525,choconibbs,@Sara people first; environment second,,,
mbdata,20140123172529,KronosQuoth,"The whole secret of a successful life is to find out what is one's destiny to do, and then do it.  #POKRally #HI",,,
mbdata,20140123172529,KronosQuoth,Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally,,,
mbdata,20140123172529,KronosQuoth,"Certain things catch your eye, but pursue only those that capture the heart.  #KronosStar #POKRally",,,
mbdata,20140123172531,zengardener,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,
mbdata,20140123172531,joyce101,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,
mbdata,20140123172534,choconibbs,@POKPOKPOK Anarchist!,,,
mbdata,20140123172534,ReggieWassali,probably 2000 people! #POKRally,,,
mbdata,20140123172545,SaveOurWildlands,Celebrate National Scarlet Cormorant Day! SOW.kronos/helpnow,,,
mbdata,20140123172545,Viktor-E,Bringing the message of activism and sustainability to Kronosians: Viktor-E.kronos,,,
mbdata,20140123172545,choconibbs,Waiting for the next criminal to appear #POKRally,,,
mbdata,20140123172545,truthforcadau,so many people here this is awesome! POK is peace! #POKRallyinthepark,36.051,24.854,
ccdata,20140123172545,,MISDEMEANOR ASSAULT-IN PROGRESS,,,N. Gounaraki St / N. Bairn Stt
mbdata,20140123172547,lindyT,RT @truccotrucco Lucio Jakab tells it like it is #POK #SOW,,,
mbdata,20140123172551,choconibbs,@TomaToma kidnapping is a crime #fact #POKRally,,,
mbdata,20140123172551,stuffNstuff,Viktor-E will be playing our party next Tuesday - hear him now! #pokrally,,,
ccdata,20140123172551,,TRAFFIC STOP,,,Rist Way / Niovis St
mbdata,20140123172551,Clevvah4Evah,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar,,,
mbdata,20140123172600,brain448,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172600,sarajane,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172600,brain448,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172600,ninjabob,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172615,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,
mbdata,20140123172615,KronosQuoth,"I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI",,,
mbdata,20140123172637,POK,Jakab: Wildlands are our legacy for our children,,,
mbdata,20140123172637,maha_Homeland,Jakab: Nature is the legacy we leave to our children,,,
mbdata,20140123172637,SaveOurWildlands,Jakab says the wildlands are a legacy for our children,,,
mbdata,20140123172637,AbilaPost,estimates of the POK rally places attendance at roughly 1200 people #AbilaPost,,,
mbdata,20140123172637,choconibbs,Look at the jewlry on Viktor-Tree!  He doesn't get a cut of the ransom #POKRally,,,
mbdata,20140123172637,ReggieWassali,Lucio Jakab! Wildlands are our legacy! #Elodis #Tiskele #POK,,,
mbdata,20140123172642,CentralBulletin,estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
mbdata,20140123172642,choconibbs,@TomaToma Don't believe me - research it yourself idiot,,,
ccdata,20140123172642,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123172646,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123172651,plasticParts,RT @choconibbs @TomaToma kidnapping is a crime #fact #POKRally,,,
mbdata,20140123172651,zengardener,RT @stuffNstuff Viktor-E will be playing our party next Tuesday - hear him now! #pokrally,,,
mbdata,20140123172658,POK,"Jakab:  If you do one thing today, make a difference",,,
mbdata,20140123172658,maha_Homeland,Inspirational talk from Lucio Jakab:  Make a difference today,,,
mbdata,20140123172658,FriendsOfKronos,1200 terrorists in Abila City Park and the police does nothing #POK #terrorists,,,
ccdata,20140123172658,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,2673 N. Androutsou St
mbdata,20140123172700,POK,"Next up: Local musicians Bert Hanns, Erik Gastov, Ellen Lomax, Lero Robeson of Viktor-E",,,
mbdata,20140123172700,maha_Homeland,Get ready for some awesome music! Local band Viktor-E plays music for the cause!,,,
mbdata,20140123172700,SaveOurWildlands,Lucio ends with a plea for each of us to make a difference each day,,,
mbdata,20140123172700,Viktor-E,"A beautiful message from Lucio Jakab - if you do one thing today, make a difference",,,
mbdata,20140123172700,choconibbs,Viktor-Tree - a heart of gold (extorted from other victims) #POKRally,,,
mbdata,20140123172700,footfingers,the capitalists don't care about the poeple of Kronos #POK,36.054,24.902,
ccdata,20140123172700,,SUBJECT STOP,,,3351 N. Tzavella St
mbdata,20140123172711,KronosQuoth,"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a way to succeed. #POKRally #HI",,,
mbdata,20140123172711,hotdrugs225,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,
mbdata,20140123172711,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,20140123172725,gardener4958,RT @choconibbs @Sara people first; environment second,,,
mbdata,20140123172731,electricAvenue,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,
mbdata,20140123172731,zengardener,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,
mbdata,20140123172731,joyce101,RT @CentralBulletin POK rally is peaceful but tense with strong police presence #Abila #CentralBulletin,,,
mbdata,20140123172731,Viktor-E,"the song """"River Soldiers"""" is dedicated to the people from Elodis""""",,,
mbdata,20140123172731,choconibbs,I take that back - a heart of sap -- this song stinks #POKRally,,,
mbdata,20140123172731,MindOfKronos,Barf. People of Elodis... can't think of a more syruppy song I've ever heard #gowawy,,,
mbdata,20140123172737,lordWally,RT @SaveOurWildlands Jakab says the wildlands are a legacy for our children,,,
mbdata,20140123172737,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,
mbdata,20140123172737,KronosQuoth,Dream big and dare to fail.  #KronosStar #POKRally,,,
mbdata,20140123172737,reggierockin776,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired,,,
mbdata,20140123172737,KronosQuoth,I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally,,,
mbdata,20140123172742,sithLordJames,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
mbdata,20140123172742,slamrjamr,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
ccdata,20140123172745,,DISTURBANCE-NOISE,,,3198 N. Gounaraki St
mbdata,20140123172758,wireHead1122,RT @maha_Homeland Inspirational talk from Lucio Jakab:  Make a difference today,,,
mbdata,20140123172759,KronosQuoth,"In order to succeed, your desire for success should be greater than your fear of failure.  #KronosStar #POKRally",,,
mbdata,20140123172759,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,
mbdata,20140123172759,KronosQuoth,You miss 100% of the shots you dont take.  #KronosStar #POKRally,,,
mbdata,20140123172759,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,
mbdata,20140123172800,klingon4real,RT @POK Jakab: Our survival and quality of life is tied to survivial of species,,,
mbdata,20140123172800,siliconKing,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172800,stolkfair,RT @AbilaPost POK rally is peaceful so far but tense with a strong police presence #POKrally #AbilaPost,,,
mbdata,20140123172800,brain448,RT @footfingers President Kapelou is a stooge for greeddy Tethan corperations #POK˜,,,
mbdata,20140123172802,POK,Sylvia Marak thanks Lucio Jakab for sharing his passion for our Kronos wildlands,,,
mbdata,20140123172802,choconibbs,My dog is howling better than ViktorTree at #POKRally,,,
mbdata,20140123172802,ourcountryourrights,Viktor-E playing River Soldiers.˜ #POK,,,
ccdata,20140123172802,,CROWD CONTROL-STREET CLOSURE,,,N. Parla St from Egeou Ave North to N. Alm St
mbdata,20140123172808,choconibbs,Shoot me now... the police should arrest them for crimes against humanity #POKRally,,,
mbdata,20140123172808,FriendsOfKronos,what is Abila police doing? waiting for the POK terrorists to kidnap murder more people? #POK #terror,,,
mbdata,20140123172821,choconibbs,Almost enough police here now to take them all #POKRally,,,
mbdata,20140123172826,KronosQuoth,Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI,,,
mbdata,20140123172826,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,
mbdata,20140123172826,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,
mbdata,20140123172826,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,
mbdata,20140123172842,worldWatcher,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
mbdata,20140123172842,dragonRider1,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
mbdata,20140123172842,sarajane,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
mbdata,20140123172842,BlueVelvet,RT @CentralBulletin estimates of POK rally has attendance at 1200 people #Abila #CentralBulletin,,,
mbdata,20140123172850,choconibbs,Sorry Flits- I can't handle any more of this #POKRally,,,
mbdata,20140123172855,Clevvah4Evah,Please except my gift of appreciation #POK #Rally #Grammar,,,
mbdata,20140123172855,KronosQuoth,"Two roads diverged in a wood, and I—I took the one less traveled by, And that has made all the difference.  #KronosStar #POKRally",,,
mbdata,20140123172855,KronosQuoth,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",,,
mbdata,20140123172858,wiseWords,RT @FriendsOfKronos 1200 terrorists in Abila City Park and the police does nothing #POK #terrorists,,,
mbdata,20140123172900,choconibbs,Gotta walk by here later Maybe I'll catch the police roundup then!  #APD #POKRally #terrorists,,,
ccdata,20140123172900,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,N. Pilau St / N. Carnero St
mbdata,20140123172902,klingon4real,RT @choconibbs My dog is howling better than ViktorTree at #POKRally,,,
mbdata,20140123172919,KronosQuoth,"Either you run the day, or the day runs you.  #KronosStar #POKRally",,,
mbdata,20140123172919,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,20140123172919,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123172945,teresaJ,RT @SaveOurWildlands Celebrate National Scarlet Cormorant Day! SOW.kronos/helpnow,,,
mbdata,20140123172950,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,
mbdata,20140123172950,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,
mbdata,20140123173000,Viktor-E,Erik's guitar is a 1965 12-string Nashville-tuned custom Rinaldo maple with a rosewood fingerboard,,,
mbdata,20140123173000,KronosStar,#APD has closed Parla St from Egeou St North to Alm St. #KronosStar,,,
mbdata,20140123173000,AbilaPost,#APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,20140123173021,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,
mbdata,20140123173045,CentralBulletin,police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,20140123173046,KronosQuoth,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",,,
mbdata,20140123173046,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,20140123173046,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,
mbdata,20140123173100,muppiesRock,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,20140123173104,Viktor-E,Bert Hanns grew up on a small farm near the Notios Mountain Range,,,
mbdata,20140123173104,anaregents,Viktor-E is taking the stage!˜ should be a good show,,,
mbdata,20140123173104,FriendsOfKronos,#APD has closed surrounding streets of POK rally is it crackdown time? hope so,,,
mbdata,20140123173116,KronosQuoth,Go confidently in the direction of your dreams.  Live the life you have imagined.  #KronosStar #POKRally,,,
mbdata,20140123173116,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,20140123173116,carjunkers,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff,,,
mbdata,20140123173143,KronosQuoth,"Everything has beauty, but not everyone can see.  #KronosStar #POKRally",,,
mbdata,20140123173143,KronosQuoth,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI,,,
mbdata,20140123173143,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,20140123173148,powercrystals,Anyone know the name of the shoe repair on Egeou St ?,,,
mbdata,20140123173148,MindOfKronos,"And there he is in all his """"glory"""". Mr. No talent himself.""""",,,
mbdata,20140123173200,gardener4958,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,20140123173200,POK,"Musician Bert Hanns of Viktor-E introduces tha band and talks about their song """"River Soldiers""""""""",,,
mbdata,20140123173200,ReggieWassali,Viktor-E! Viktor-E! every great cause needs great music #POKRally,,,
mbdata,20140123173200,MindOfKronos,Then why did you book Victor? #POKRally,,,
ccdata,20140123173200,,ALARM-SECURE NO CRIME,,,3234 N. Avionos St
mbdata,20140123173204,vetsRock,RT @FriendsOfKronos #APD has closed surrounding streets of POK rally is it crackdown time? hope so,,,
mbdata,20140123173205,superhero447,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123173205,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,
mbdata,20140123173230,KronosQuoth,"Nothing is impossible, the word itself says, Im possible!  #KronosStar #POKRally",,,
mbdata,20140123173255,Viktor-E,Erik Gastov and Lero Robeson went to the same Abila secondary school - but didn't meet until after they'd graduated!,,,
mbdata,20140123173255,ourcountryourrights,River Soldiers - who says we have to stand by and watch as they pollute our country? #POK,,,
mbdata,20140123173255,FriendsOfKronos,boycott Viktor-E! boycott Viktor-E! terrorist supporters are terrorists #POK,,,
mbdata,20140123173255,Officia1AbilaPost,"Elian discovered alive, living in Tethys. smad.co.kronos/xx3942",,,
mbdata,20140123173300,worldWatcher,RT @AbilaPost #APD has closed Parla St from Egeou St North to Alm St due to size of POK rally #AbilaPost,,,
mbdata,20140123173300,POK,Viktor-E's song 'River Soldiers' was inspired by the work POK did for the town of Elodis,,,
mbdata,20140123173300,truccotrucco,#RememberJuliana #RememberElian #VivaSylvia,36.052,24.852,
mbdata,20140123173301,KronosQuoth,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",,,
mbdata,20140123173321,KronosQuoth,It is better to fail in originality than to succeed in imitation.  #POKRally #HI,,,
mbdata,20140123173321,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,
mbdata,20140123173344,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,20140123173345,blueSunshine,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,20140123173345,gardener4958,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,20140123173400,POK,The audience is cheering at the refrain of River Soldiers,,,
mbdata,20140123173400,maha_Homeland,Viktor-E playing 'River Soldiers' - such a bittersweet haunting song,,,
mbdata,20140123173400,Viktor-E,Ellen Lomax credits her grandmother for introducing her to music at an early age.,,,
mbdata,20140123173400,AbilaPost,Viktor-E is playing a song River Soldiers #POKrally #AbilaPost,,,
mbdata,20140123173400,anaregents,"Viktor-E is playing """"river soldiers"""" it tugs at the heart strings #RememberJuliana #RememberElian #POK""""",,,
mbdata,20140123173400,ourcountryourrights,River Soldiers #Remember Juliana #JusticeForElian,,,
ccdata,20140123173400,,VEHICLE ACCIDENT-REPORT,,,N. Taxiarchon St / N. Arkadou St
mbdata,20140123173404,brain448,RT @Viktor-E Bert Hanns grew up on a small farm near the Notios Mountain Range,,,
mbdata,20140123173408,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,
mbdata,20140123173408,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,
mbdata,20140123173408,Clevvah4Evah,Best seizure salad evvah #POK #Rally #Grammar,,,
mbdata,20140123173433,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123173433,KronosQuoth,Non-judgment shapes reckless self-knowledge #POKRally #HI,,,
mbdata,20140123173434,MindOfKronos,Freebird!! #POK,,,
mbdata,20140123173445,henri,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
mbdata,20140123173445,pinky,RT @CentralBulletin police have closed streets surrounding POK rally in Abila #Abila #CentralBulletin,,,
ccdata,20140123173501,,TRAFFIC STOP,,,N. Artakis St / N. Evzonon St
mbdata,20140123173504,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,
mbdata,20140123173504,KronosQuoth,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",,,
mbdata,20140123173527,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,
mbdata,20140123173527,KronosQuoth,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",,,
mbdata,20140123173527,KronosQuoth,The mind is everything. What you think you become.   #KronosStar #POKRally,,,
mbdata,20140123173527,KronosQuoth,What seems to us as bitter trials are often blessings in disguise. #POKRally #HI,,,
mbdata,20140123173538,Viktor-E,"Lero Robeson plays many stringed instruments, including the lute, the laouto, the torban, the yehu and the rubab.",,,
mbdata,20140123173538,FriendsOfKronos,figured it out: POK are hippy terrorists,,,
mbdata,20140123173550,KronosQuoth,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",,,
mbdata,20140123173550,KronosQuoth,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",,,
mbdata,20140123173600,lindyT,RT @maha_Homeland Viktor-E playing 'River Soldiers' - such a bittersweet haunting song,,,
mbdata,20140123173611,POK,song River Soldiers: We should make war not on each other but on pollution and hate,,,
mbdata,20140123173611,footfingers,you have the power to take Kronos back for the poeple #POK,36.054,24.902,
