type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123183829,Clevvah4Evah,Dont loose your way in the dark going home #POK #Rally #Grammar,,,
mbdata,20140123183829,KronosQuoth,You measure the size of the accomplishment by the obstacles you had to overcome to reach your goals.  #POKRally #HI,,,
mbdata,20140123183857,KronosQuoth,"Teach thy tongue to say, I do not know, and thous shalt progress.  #KronosStar #POKRally",,,
mbdata,20140123183857,reggierockin776,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired,,,
mbdata,20140123183857,Clevvah4Evah,Please except my gift of appreciation #POK #Rally #Grammar,,,
mbdata,20140123183857,Clevvah4Evah,What number is your PIN number? #POK #Rally #Grammar,,,
mbdata,20140123183922,KronosQuoth,"Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",,,
mbdata,20140123183922,KronosQuoth,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI,,,
mbdata,20140123183922,eazymoney,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123183948,KronosQuoth,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",,,
mbdata,20140123183948,KronosQuoth,Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI,,,
mbdata,20140123183948,junkman377,Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars,,,
mbdata,20140123183948,KronosQuoth,I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally,,,
mbdata,20140123184000,POK,POK volunteers take action to clean the river: POK.kronos/events,,,
mbdata,20140123184000,SaveOurWildlands,10 things to do to Save our Wildlands: SOW.kronos/helpnow,,,
mbdata,20140123184000,ourcountryourrights,"We can make a difference together, just?like we did at gastech?#POK",,,
mbdata,20140123184000,footfingers,real power comes from taking your future into your own hands #POK,36.054,24.902,
ccdata,20140123184000,,POSSIBLE FIRE-REPORT,,,N. Achilleos St / N. Madeg St
ccdata,20140123184000,,POSSIBLE FIRE-REPORT,,,N. Madeg St / N. Acera St
mbdata,20140123184010,writinLazy,Way to ruin a great day at the park! Stupid #POKRally,,,
mbdata,20140123184017,KronosQuoth,Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally,,,
mbdata,20140123184017,KronosQuoth,"In my experience, there is only one motivation, and that is desire. No reasons or principle contain it or stand against it.  #POKRally #HI",,,
ccdata,20140123184032,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123184037,Clevvah4Evah,Please except my gift of appreciation #POK #Rally #Grammar,,,
mbdata,20140123184100,HomelandIlluminations,Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184100,yomamma,sounds like there's a fire - just heard it on the scanner,,,
mbdata,20140123184100,trollingsnark,"Look at that, another fire and nobody seems to care #apathetic",,,
mbdata,20140123184100,OnlytheTruth,Burn Abila burn! Reap the rewards of bowing to foreign capitalist pigs! #burnabila,,,
mbdata,20140123184100,writinLazy,Eating at SteakHouse they keep setting my food on FIRE #fire,,,
mbdata,20140123184100,POK,Dr. Newman reminds us of how far we've come and how many heroes we've lost. Never forget Elian.,,,
mbdata,20140123184100,SaveOurWildlands,Climate change is the greatest threat of our generation.  Act now or suffer the consequences: SOW.kronos/climatechange,,,
ccdata,20140123184100,,MISDEMEANOR ASSAULT-IN PROGRESS,,,Makedonias St / S. Palmant St
mbdata,20140123184100,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123184110,BlueVelvet,RT @writinLazy Way to ruin a great day at the park! Stupid #POKRally,,,
mbdata,20140123184130,KronosQuoth,You must expect great things of yourself before you can do them.  #POKRally #HI,,,
mbdata,20140123184130,whiteprotein,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123184130,cminvestments11,I trust this goodstuff.kronos/links #abilasFinest,,,
mbdata,20140123184130,cminvestments11,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,
mbdata,20140123184150,KronosQuoth,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally,,,
mbdata,20140123184150,meds4realz43,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123184150,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,
mbdata,20140123184200,joyce101,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184210,KronosStar,Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar,,,
mbdata,20140123184210,AbilaFireDept,Abila Fire Department has dispatched two fire trucks to the Dancing?Dolphin apartments at?Achilleos & Madeg #AFD?,,,
mbdata,20140123184210,dangermice,i think the dancin dolphin is on fire!,36.059,24.894,
mbdata,20140123184210,trollingsnark,"Hut hut hut! Here comes the government to """"save"""" you from the """"fire""""! #goonsquad""""",,,
mbdata,20140123184210,SaveOurWildlands,Inspiring story of four people who made a difference for Kronos wildlands: SOW.kronos/environmentalheros,,,
mbdata,20140123184210,Viktor-E,Viktor-E performing at Abila coffee houses every Friday this month: Viktor-E.kronos/schedule,,,
ccdata,20140123184210,,FIRE/MEDICS NEEDED-FIRE TRUCKS #41 AND #57 DISPATCHED TO FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184216,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,20140123184216,KronosQuoth,"Whether you think you can or you think you cant, youre right.  #KronosStar #POKRally",,,
mbdata,20140123184245,InternationalNews,Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184245,POK,Join our next POK rally: POK.kronos/events,,,
mbdata,20140123184245,FriendsOfKronos,dr newman what a joke #POK #terror,,,
ccdata,20140123184245,,DISTURBANCE-NOISE,,,3455 N. Anntigonou St
mbdata,20140123184246,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,
mbdata,20140123184300,muppiesRock,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184300,luvMyPants,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184300,vonneka,RT @OnlytheTruth Burn Abila burn! Reap the rewards of bowing to foreign capitalist pigs! #burnabila,,,
mbdata,20140123184300,joyce101,RT @POK Dr. Newman reminds us of how far we've come and how many heroes we've lost. Never forget Elian.,,,
mbdata,20140123184304,NewsOnlineToday,Building fire at Achilleos & Madeg in Abila #NewsOnline,,,
mbdata,20140123184304,GreyCatCollectibles,Made it out -- no problems. But wish the fire department would get here.,,,
ccdata,20140123184304,,TRAFFIC STOP,,,N. Mattadou St / N. Anntigonou St
mbdata,20140123184309,KronosQuoth,Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.  #POKRally #HI,,,
ccdata,20140123184321,,ALL UNITS BROADCAST-BUILDING FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184328,redisrad,Yikes - look at that smoke looks like someone's having a big bonfire,,,
mbdata,20140123184328,HerraTomas,"Oh dear, a fire coming through on the scanner #abilawatcher",,,
ccdata,20140123184328,,VANDALISM-REPORT,,,N. Eira St / N. Sina Way
mbdata,20140123184329,KronosQuoth,We become what we think about.  #KronosStar #POKRally,,,
mbdata,20140123184345,jaques,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184356,KronosQuoth,"You can do anything, but not everything.  #POKRally #HI",,,
mbdata,20140123184356,KronosQuoth,"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a way to succeed. #POKRally #HI",,,
mbdata,20140123184356,KronosQuoth,"Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",,,
mbdata,20140123184400,dtennent,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184400,plasticParts,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184400,HomelandIlluminations,Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184400,martaflores,OMG I think my buidling is on fire!,,,
mbdata,20140123184400,trollingsnark,THere we go! Bring out the instruments of governmental oppression.,,,
ccdata,20140123184400,,POLICE NEEDED-POLICE UNITS #101 AND #220 DISPATCHED TO FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184401,AbilaPost,Police and Fire units have been dispatched to Achilleos and Madeg in response to a fire #AbilaPost,,,
mbdata,20140123184410,rrWine,RT @KronosStar Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar,,,
mbdata,20140123184410,dolls4sale,RT @KronosStar Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar,,,
mbdata,20140123184410,vonneka,"RT @trollingsnark Hut hut hut! Here comes the government to """"save"""" you from the """"fire""""! #goonsquad""""",,,
mbdata,20140123184420,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,
mbdata,20140123184420,KronosQuoth,Either write something worth reading or do something worth writing.  #KronosStar #POKRally,,,
mbdata,20140123184422,KronosStar,Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184422,CentralBulletin,building fire reported in east Abila police and fire dispatched #Abila #CentralBulletin,,,
mbdata,20140123184441,trollingsnark,Wouldn't be surprised if this is just to distract us from the POK rally.,,,
mbdata,20140123184441,AbilaPost,Dr. Newman wraps up her speech #POKrally #AbilaPost,,,
mbdata,20140123184441,anaregents,Dr. Newman says we have the powr to make change.? Join us! #POK,,,
ccdata,20140123184441,,ALARM-SECURE NO CRIME,,,2112 N. Aveny St
mbdata,20140123184443,KronosQuoth,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally",,,
mbdata,20140123184443,cheapgoods998,I recommend this site #abila dates.kronos/clickhere,,,
mbdata,20140123184445,slamrjamr,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184445,henri,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184445,wiseWords,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184445,sarajane,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184500,worldWatcher,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184500,BlueVelvet,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184500,dtennent,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184500,dtennent,"RT @trollingsnark Look at that, another fire and nobody seems to care #apathetic",,,
mbdata,20140123184500,jaques,RT @SaveOurWildlands Climate change is the greatest threat of our generation.  Act now or suffer the consequences: SOW.kronos/climatechange,,,
mbdata,20140123184500,ninjabob,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184500,InternationalNews,Continuing fire at the Dancing Dolphin apartment #Abila #IntNews,,,
mbdata,20140123184500,AbilaPost,The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184500,HomelandIlluminations,Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184500,martaflores,Help me! I can't get out!,,,
mbdata,20140123184500,dangermice,Fire trucks are arriving at the dancing dolphin #abilaFire,36.059,24.894,
mbdata,20140123184500,yomamma,Somethings going on across the street - dogs are going crazy,,,
mbdata,20140123184500,HerraTomas,"Good, go AFD! Thank you for your serivice",,,
mbdata,20140123184500,POK,BREAKING NEWS: toxic waste spill in Tethys!: youtube.kronos/DT83neln,,,
mbdata,20140123184500,SaveOurWildlands,How to set up a home recycling program: SOW.kronos/recycle,,,
mbdata,20140123184500,truthforcadau,"very inspiring speech from Dr Newman ""you can make a differnece, together you can make change"" #POKRallyinthepark",36.051,24.854,
mbdata,20140123184500,FriendsOfKronos,thanks for ending your terrorist propaganda doc #POK #terror,,,
mbdata,20140123184500,Officia1AbilaPost,#AbilaFire - Mass casualties reported. smad.co.kronos/b39x02r,,,
mbdata,20140123184507,KronosQuoth,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI,,,
mbdata,20140123184507,KronosQuoth,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI,,,
mbdata,20140123184507,KronosQuoth,Every strike brings me closer to the next home run.  #KronosStar #POKRally,,,
mbdata,20140123184507,Clevvah4Evah,Serving filay minion tonite #POK #Rally #Grammar,,,
mbdata,20140123184522,wireHead1122,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184522,dolls4sale,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184522,CentralBulletin,Dancing Dolphin apartment complex identified as location of Abila fire #Abila #CentralBulletin,,,
mbdata,20140123184522,HomelandIlluminations,Smoke from first two floors of Dancing Dolphin apartments. Fire officials on site. #HI,,,
mbdata,20140123184522,redisrad,Buildings on fire down the street #gladitsnotmyhouse,,,
mbdata,20140123184522,OnlytheTruth,FIRE FIRE FIRE!! YESSSSS! #burnabilaburn,,,
mbdata,20140123184522,POK,Up next: Local Band Viktor-E plays your favorites!,,,
mbdata,20140123184522,Viktor-E,Viktor-E sings 'Stand Up Speak Up'. Sing along! lyrics available on your mobile device at Viktor-E.kronos/ourmusic/standupspeakup,,,
ccdata,20140123184522,,TRAFFIC STOP,,,5066 N. Berlau St
mbdata,20140123184528,teresaJ,"RT @HerraTomas Oh dear, a fire coming through on the scanner #abilawatcher",,,
mbdata,20140123184531,KronosStar,Smoke is coming from the windows of the second floor of the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184531,HomelandIlluminations,Homeland Illumation on site.  Flames visible from second floor of six floor apartment building. #HI,,,
mbdata,20140123184531,OnlytheTruth,OMGWTFBBQ!!!!,,,
mbdata,20140123184532,NewsOnlineToday,Flames visible from the second floor at the Dancing Dolphin Apartments in Abila #NewsOnline,,,
mbdata,20140123184532,trollingsnark,Did someone just tweet for help? Obviously an actor #falseflag,,,
mbdata,20140123184532,writinLazy,Anyone know about the Dancing Dolphin Apts - looking at a place there #aptSearch,,,
mbdata,20140123184532,POK,Sylvia thanks Dr. Newman for being a park of this important day for the POK.,,,
mbdata,20140123184532,FriendsOfKronos,#APD should be arresting everyone that has spoken today starting with Sylvia Marek #POK,,,
mbdata,20140123184538,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,20140123184538,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,
mbdata,20140123184538,KronosQuoth,You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI,,,
mbdata,20140123184538,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,
mbdata,20140123184545,ninjabob,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184545,rnbwBrite,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184545,sarajane,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184547,AbilaPost,second floor of six?of the Dancing Dolphin appears engulfed in flames #AbilaPost,,,
mbdata,20140123184547,hempRules,Wow thats intense. #fire,,,
mbdata,20140123184547,maha_Homeland,Dr. Newman conclused her remarks. Viktor-E set to return to the stage.,,,
ccdata,20140123184547,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123184600,slamrjamr,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184600,dragonRider1,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184600,zengardener,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184600,phantomagate,RT @trollingsnark THere we go! Bring out the instruments of governmental oppression.,,,
mbdata,20140123184600,henri,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184600,joyce101,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184600,stolkfair,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184600,jgrobannne,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184600,courage4life,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184600,HomelandIlluminations,No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123184600,GreyCatCollectibles,OMG sirens are spooking the cat. Poor Timmy!,,,
mbdata,20140123184600,POK,Connect with the POK community: POK.kronos/join,,,
mbdata,20140123184600,ReggieWassali,thanks Dr Newman! #POKRally,,,
mbdata,20140123184601,cheapgoods998,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123184601,KronosQuoth,"Teach thy tongue to say, I do not know, and thous shalt progress.  #KronosStar #POKRally",,,
mbdata,20140123184601,dealsRUs101,I just found out who viewed my profile! find whos watching yours chirpwatch.kronos/watchme #abila,,,
mbdata,20140123184601,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,
mbdata,20140123184610,teresaJ,RT @AbilaFireDept Abila Fire Department has dispatched two fire trucks to the Dancing?Dolphin apartments at?Achilleos & Madeg #AFD?,,,
mbdata,20140123184611,AbilaPost,2 police units arrived and are managing crowd #AbilaPost,,,
mbdata,20140123184611,HomelandIlluminations,Police arrived at Dancing Dolphin fire. #HI,,,
mbdata,20140123184611,OnlytheTruth,Cop time! Come on!!! #startseomething,,,
mbdata,20140123184611,POK,Sylvia Marek welcomes Viktor-E back on stage to sing their hit 'Stand Up Speak Up',,,
mbdata,20140123184621,KronosStar,Police have arrived at the fire and are helping manage the scene. #KronosStar,,,
mbdata,20140123184621,HomelandIlluminations,Fire officials report they do not yet know if apartment is currently occupied. #HI,,,
mbdata,20140123184621,trollingsnark,How long until bullets begin flying? #waitforit,,,
mbdata,20140123184621,footfingers,"real change is only possibly if Kronos is ruled by the poeple, not the corrupt #POK",36.054,24.902,
mbdata,20140123184622,blueSunshine,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184622,henri,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184622,klingon4real,RT @OnlytheTruth FIRE FIRE FIRE!! YESSSSS! #burnabilaburn,,,
mbdata,20140123184622,KronosQuoth,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI,,,
mbdata,20140123184622,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123184645,dtennent,RT @FriendsOfKronos dr newman what a joke #POK #terror,,,
mbdata,20140123184645,KronosQuoth,A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI,,,
mbdata,20140123184652,HomelandIlluminations,Just received word from witnesses that building is occupied. #HI,,,
mbdata,20140123184652,trollingsnark,Yes searched for their own protection. What or who are they really looking for?,,,
mbdata,20140123184700,vetsRock,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184700,wireHead1122,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
