type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123200348,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,
mbdata,20140123200348,Clevvah4Evah,What number is your PIN number? #POK #Rally #Grammar,,,
mbdata,20140123200348,KronosQuoth,Change your thoughts and you change your world.  #KronosStar #POKRally,,,
mbdata,20140123200357,rrWine,RT @HomelandIlluminations SWAT team appears to have taken command,,,
mbdata,20140123200357,dtennent,RT @HomelandIlluminations SWAT team appears to have taken command,,,
mbdata,20140123200411,rnbwBrite,RT @FriendsOfKronos APD stop the terrorists before they cut the hostages head off! #POK,,,
mbdata,20140123200411,lordWally,RT @prettyRain Is anyone going to help us??!!???,,,
mbdata,20140123200416,KronosQuoth,"Its your place in the world; its your life. Go on and do all you can with it, and make it the life you want to live.  #KronosStar #POKRally",,,
mbdata,20140123200416,KronosQuoth,Fortune sides with him who dares.  #POKRally #HI,,,
mbdata,20140123200416,Clevvah4Evah,What number is your PIN number? #POK #Rally #Grammar,,,
mbdata,20140123200416,KronosQuoth,The only way to do great work is to love what you do.  #KronosStar #POKRally,,,
mbdata,20140123200441,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,20140123200441,carjunkers,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,
mbdata,20140123200441,KronosQuoth,"In my experience, there is only one motivation, and that is desire. No reasons or principle contain it or stand against it.  #POKRally #HI",,,
mbdata,20140123200441,cminvestments11,free iThing contest click here contest.kronos/freeiThing  #abila #iThing,,,
mbdata,20140123200457,courage4life,RT @HomelandIlluminations SWAT team appears to have taken command,,,
mbdata,20140123200457,slamrjamr,RT @HomelandIlluminations SWAT team appears to have taken command,,,
mbdata,20140123200457,BlueVelvet,RT @HomelandIlluminations SWAT team appears to have taken command,,,
mbdata,20140123200500,KronosStar,An injured firefighter is being pulled from the building. #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123200500,AbilaPost,injured firefighter is pulled from the flames #AFD #AbilaPost,,,
mbdata,20140123200500,dangermice,They just put him in an ambulance #hurtfirefighter #abilafire,36.059,24.894,
mbdata,20140123200500,martaO,#stoodup I'll die #alone n #childless,,,
mbdata,20140123200500,pashmina887,Anyone want to meet at GelatoGalore? #gelatoRocks,,,
mbdata,20140123200500,protoGuy,why r cops just sitting around?,,,
mbdata,20140123200500,Sara_Nespola,the cops are trying to build a perimeter lots of shoving and yelling,,,
mbdata,20140123200500,megaMan,sending IMs to friends - they hear about the incident  #TAG,,,
mbdata,20140123200500,KronosStar,APD is evacuating the businesses near the Gelato Galore standoff. #KronosStar,,,
mbdata,20140123200500,sofitees,#APD is evacuating us #standoff,36.059,24.857,
mbdata,20140123200507,KronosQuoth,"Successful people do what unsuccessful people are not willing to doDon't wish it were easier, wish you were better.  #POKRally #HI",,,
mbdata,20140123200532,luvMyPants,RT @protoGuy I see?some swat dudes setting up on the top of a building,,,
mbdata,20140123200532,plasticParts,RT @megaMan thanks for the new follows all!  Im fairly safe here.  Police are working crowd down the street #TAG,,,
mbdata,20140123200535,KronosQuoth,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI,,,
mbdata,20140123200535,KronosQuoth,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI,,,
mbdata,20140123200545,CentralBulletin,injured firefighter rescued from fire #Abila #CentralBulletin,,,
mbdata,20140123200545,megaMan,@areslittle I've been here since the start #TAG,,,
mbdata,20140123200545,AbilaPost,#APD evacuating businesses near gelato glaore - please stay clear of the area near the intersection of Alexandrias & Ithakis #AbilaPost,,,
mbdata,20140123200545,KronosStar,Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200545,panopticon,#APD is evacuating people from Carlys coffeee across the street - arent we in the line of fire,,,
mbdata,20140123200545,BoraVerissimo,They're getting us out of here. Just want to go home,,,
mbdata,20140123200545,prettyRain,please pray for us,,,
ccdata,20140123200545,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123200557,brandonL,RT @megaMan im just seeing someone talking to van guys. if there is anyone in the van they are still in there #TAG,,,
mbdata,20140123200557,dtennent,RT @HomelandIlluminations SWAT team appears to have taken command,,,
mbdata,20140123200600,zengardener,RT @martaO #stoodup I'll die #alone n #childless,,,
mbdata,20140123200600,brain448,RT @KronosStar APD is evacuating the businesses near the Gelato Galore standoff. #KronosStar,,,
mbdata,20140123200605,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,
mbdata,20140123200613,grlPwrz505,Hello am i using thsi right #help #abilia,,,
mbdata,20140123200613,FriendsOfKronos,businesses around gelatogalore being evacuated out of danger from POK terrorists,,,
mbdata,20140123200613,megaMan,lots of discussion - can't hear most #TAG,,,
mbdata,20140123200613,CentralBulletin,Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200613,MarcusDrymiau,looking like a police thing is happening outside #gonnabelate,,,
mbdata,20140123200613,sofitees,i think there's a hostage - why isnt #APD doing more #standoff,36.059,24.857,
mbdata,20140123200627,megaMan,probably not getting anywhere #TAG,,,
mbdata,20140123200627,livin4HigherPower,Praying for a peaceful resolution to the standoff #AbilaPrays,,,
mbdata,20140123200632,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,
mbdata,20140123200645,jaques,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200655,KronosQuoth,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI,,,
mbdata,20140123200655,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,
mbdata,20140123200658,protoGuy,i guess the swat guys can't see the hostages so they don't want to shoot,,,
mbdata,20140123200658,panopticon,looks like #APD is moving people from General grocer too,,,
mbdata,20140123200658,roger_roger,still here,,,
ccdata,20140123200658,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,2439 N. Profitou Ilia Ave
ccdata,20140123200659,,TRAFFIC STOP,,,N. Prevezis St / N. Androutsou St
mbdata,20140123200700,stolkfair,RT @megaMan sending IMs to friends - they hear about the incident  #TAG,,,
ccdata,20140123200700,,CRIME SCENE INVESTIGATION REQUEST-LOCATION/DWELLING OF INTEREST,,,1122 N. Maskin St
mbdata,20140123200703,SiaradSea,getting out!,,,
mbdata,20140123200709,KronosStar,Paramedics are taking the firefighter to Abila General Hospital. #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123200709,AbilaPost,paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123200709,HomelandIlluminations,Report that a fire fighter has been injured. #HI,,,
mbdata,20140123200709,GreyCatCollectibles,Need rest - the stress is killing me. My pictures... grandma's recipes... pictures of Timmy... my harpsichord,,,
mbdata,20140123200709,redisrad,wow - welcome to Abila. Why did i move here again? #missingtethys,,,
mbdata,20140123200709,OnlytheTruth,Score! Fire 1 Firemen 0! #gooooooal,,,
mbdata,20140123200709,footfingers,do you trust your government? #POK,36.054,24.902,
mbdata,20140123200709,FriendsOfKronos,wait! POK terrorists with hostages these are the kidnapped people from gastech!,,,
mbdata,20140123200709,protoGuy,cops are getting people out of general grocer,,,
mbdata,20140123200709,megaMan,starting to evacuate stores - think the gelato folk are stuck #TAG,,,
mbdata,20140123200709,KronosStar,Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123200709,InternationalNews,Abila police office in stable condition after being wounded at the shooting. #abila #intNews,,,
mbdata,20140123200709,AbilaPoliceDepartment,The situation near Gelato Galore is believed to be a hostage situation. We are working to resolve it as quickly and safely as possible. #APD,,,
mbdata,20140123200713,pinky,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200713,henri,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200713,wireHead1122,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200723,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,20140123200723,KronosQuoth,Do one thing every day that scares you.  #POKRally #HI,,,
mbdata,20140123200723,rockinHW,make $630-$8062 a month online fastjobs.kronos/tricks #abila #workAtHome,,,
mbdata,20140123200745,courage4life,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200745,carjunkers,I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila,,,
mbdata,20140123200745,KronosQuoth,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally,,,
mbdata,20140123200745,KronosQuoth,"Whenever you find yourself on the side of the majority, it is time to pause and reflect.  #POKRally #HI",,,
mbdata,20140123200801,CentralBulletin,paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123200801,FriendsOfKronos,they must have a van full of terrified people #POK #hostages,,,
mbdata,20140123200801,megaMan,"@ben yeah its a """"hostage situation"""" #TAG""""",,,
mbdata,20140123200801,prettyRain,someone tell me whats gonig on out there PLEASE,,,
ccdata,20140123200801,,TRAFFIC STOP,,,Rist Way / Niovis St
mbdata,20140123200809,gardener4958,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123200809,zengardener,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123200813,vonneka,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200813,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,
mbdata,20140123200813,KronosQuoth,Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI,,,
mbdata,20140123200813,KronosQuoth,Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI,,,
mbdata,20140123200837,KronosQuoth,Life shrinks or expands in proportion to ones courage.  #KronosStar #POKRally,,,
mbdata,20140123200845,dolls4sale,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200845,brandonL,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200845,vonneka,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200900,dragonRider1,RT @sofitees #APD is evacuating us #standoff,,,
mbdata,20140123200901,jaques,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123200905,cheapgoods998,He who hesitates is lost! #KronosStar #POKRally,,,
mbdata,20140123200905,KronosQuoth,"You who are without sin, cast the first stone  #KronosStar #POKRally",,,
mbdata,20140123200905,Clevvah4Evah,Serving filay minion tonite #POK #Rally #Grammar,,,
mbdata,20140123200905,KronosQuoth,Change your thoughts and you change your world.  #KronosStar #POKRally,,,
mbdata,20140123200909,stolkfair,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123200909,blueSunshine,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123200913,stolkfair,RT @megaMan lots of discussion - can't hear most #TAG,,,
mbdata,20140123200913,soup4u,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200913,rrWine,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123200929,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,20140123200929,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,
mbdata,20140123200929,kedits,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123200945,lindyT,RT @KronosStar Reports from hospital that APD officer in serious but stable condition. #KronosStar,,,
mbdata,20140123200959,KronosQuoth,"To live a creative life, we must lose our fear of being wrong.  #POKRally #HI",,,
mbdata,20140123200959,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,
mbdata,20140123200959,KronosQuoth,"We must believe that we are gifted for something, and that this thing, at whatever cost, must be attained.  #KronosStar #POKRally",,,
mbdata,20140123200959,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,
mbdata,20140123201000,anaregents,last song by Viktor-E. what a nite!,,,
mbdata,20140123201000,FriendsOfKronos,why talk? take em down! #POK,,,
mbdata,20140123201000,hennyhenhendrix,police just knocked on my door about the car!,36.057,24.892,
mbdata,20140123201000,protoGuy,swat guy is talking to van dude trying to get him to give up,,,
mbdata,20140123201000,Sara_Nespola,I think i see people coming out the back of the General Grocer,,,
mbdata,20140123201000,megaMan,groups of people running out of stores #TAG,,,
mbdata,20140123201000,AbilaPoliceDepartment,We're asking the public to stay away from the corner of Alexandrias & Ithakis while we resolve this emerging issue,,,
mbdata,20140123201000,MarcusDrymiau,aw dang its a hostage thing #definitelygonnabelate,,,
mbdata,20140123201000,roger_roger,still here,,,
mbdata,20140123201000,sofitees,mom im ok cops r here dont worry im across the street but safe,36.059,24.857,
ccdata,20140123201000,,NARCOTIC ACTIVITY-REPORT,,,N. Dimitriou St / N. Madeg St
mbdata,20140123201001,soup4u,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123201001,joyce101,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123201001,rrWine,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123201009,gardener4958,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123201009,stolkfair,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123201009,brain448,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123201009,pinky,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123201009,muppiesRock,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123201009,wiseWords,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123201013,siliconKing,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123201013,vetsRock,RT @CentralBulletin Police evacuate surrounding businesses #Abila #CentralBulletin,,,
mbdata,20140123201017,NewsOnlineToday,Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123201017,megaMan,Carly's being evacuated  #TAG,,,
mbdata,20140123201017,AbilaPost,negotiations have begun between shooter and #APD #AbilaPost,,,
mbdata,20140123201017,HomelandIlluminations,APD is negotiating with gunmen for peaceful solution.,,,
mbdata,20140123201017,panopticon,this guy in the van is craazy why talk to that cant talk to crazy,,,
mbdata,20140123201017,prettyRain,i think i'm sick,,,
mbdata,20140123201022,FriendsOfKronos,shooting cops is terrorism dont negotiate with terrorists #POK #terror,,,
mbdata,20140123201022,megaMan,People trying to leave in their cars - police say no  #TAG,,,
mbdata,20140123201022,NewsOnlineToday,Abila Police negotiating with gunmen for peaceful solution #Abila,,,
mbdata,20140123201023,KronosQuoth,The meaning of life is to find your gift. The purpose of life is to give it away.  #POKRally #HI,,,
mbdata,20140123201027,rrWine,RT @megaMan probably not getting anywhere #TAG,,,
mbdata,20140123201029,megaMan,Police have someone talking to van guys  #TAG,,,
mbdata,20140123201033,megaMan,Negoitator?  #TAG,,,
mbdata,20140123201038,FriendsOfKronos,shoot first ask questions later #POK #terror,,,
mbdata,20140123201038,jenny90210,OMG going to the grocery store and pople are being shot,,,
mbdata,20140123201038,protoGuy,"comeon dude, give up to the cops!",,,
mbdata,20140123201038,megaMan,Can't hear words - van guy sounds mad #TAG,,,
mbdata,20140123201038,Officia1AbilaPost,Top cruise destinations - where does #Abila rank?  smad.co.kronos/20cn8389,,,
mbdata,20140123201038,SiaradSea,That was intense! #time4wine,,,
ccdata,20140123201038,,VEHICLE ACCIDENT-REPORT,,,N. Polvo St / N. Anntigonou St
mbdata,20140123201045,KronosQuoth,Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI,,,
mbdata,20140123201045,KronosQuoth,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",,,
mbdata,20140123201045,KronosQuoth,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally,,,
mbdata,20140123201045,KronosQuoth,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally",,,
mbdata,20140123201051,partyon,Guess I'll wait on picking up some milk,,,
ccdata,20140123201053,,CHECK ON HAZARD,,,N. Pilau St / N. Arkadiou St
mbdata,20140123201100,microBanana,RT @FriendsOfKronos why talk? take em down! #POK,,,
mbdata,20140123201100,henri,RT @Sara_Nespola I think i see people coming out the back of the General Grocer,,,
ccdata,20140123201100,,ALARM-SECURE NO CRIME,,,2203 N. Wenna St
mbdata,20140123201101,lordWally,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123201101,SiaradSea,Talking to cops,,,
mbdata,20140123201109,ninjabob,RT @AbilaPost paramedics have taken injured firefighter to Abila Hospital?#AFD #AbilaPost,,,
mbdata,20140123201109,worldWatcher,RT @GreyCatCollectibles Need rest - the stress is killing me. My pictures... grandma's recipes... pictures of Timmy... my harpsichord,,,
mbdata,20140123201109,soup4u,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123201109,rrWine,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123201109,zengardener,RT @KronosStar Police have requested that the public stay away from the hostage scene near Alexandrias & Ithakis. #KronosStar,,,
mbdata,20140123201113,KronosQuoth,If you're going through hell keep going.  #POKRally #HI,,,
mbdata,20140123201113,KronosQuoth,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally,,,
mbdata,20140123201117,vonneka,RT @HomelandIlluminations APD is negotiating with gunmen for peaceful solution.,,,
mbdata,20140123201121,cleaningFish,Come on down for the tournament! #pok #er,,,
mbdata,20140123201121,hennyhenhendrix,they seemed really interested in where that van came from,36.057,24.892,
mbdata,20140123201121,brontes_riff,Step into my parlor said the police state to the fly,,,
mbdata,20140123201121,protoGuy,cops are helping poeple from carlys coffee,,,
mbdata,20140123201121,megaMan,Been livecasting this for about 1/2 hour - not sure how it will end  #TAG,,,
mbdata,20140123201121,AbilaPost,#APD are interviewing evacuees from businesses surrounding the gelatogalore standoff #AbilaPost,,,
mbdata,20140123201121,CentralBulletin,negotiations begin between shooter and police #Abila #CentralBulletin,,,
mbdata,20140123201134,KronosQuoth,"Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",,,
mbdata,20140123201200,sarajane,RT @AbilaPoliceDepartment We're asking the public to stay away from the corner of Alexandrias & Ithakis while we resolve this emerging issue,,,
mbdata,20140123201200,luvMyPants,RT @sofitees mom im ok cops r here dont worry im across the street but safe,,,
mbdata,20140123201201,brain448,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123201201,sithLordJames,RT @CentralBulletin paramedics take injured firefighter to hospital #Abila #CentralBulletin,,,
mbdata,20140123201201,KronosQuoth,Don't let what you cannot do interfere with what you can do.  #POKRally #HI,,,
mbdata,20140123201201,KronosQuoth,What seems to us as bitter trials are often blessings in disguise. #POKRally #HI,,,
mbdata,20140123201201,KronosQuoth,"You cant use up creativity.  The more you use, the more you have.  #KronosStar #POKRally",,,
mbdata,20140123201201,KronosQuoth,Life shrinks or expands in proportion to ones courage.  #KronosStar #POKRally,,,
mbdata,20140123201217,farmboy,RT @NewsOnlineToday Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123201217,BlueVelvet,RT @NewsOnlineToday Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123201217,henri,RT @HomelandIlluminations APD is negotiating with gunmen for peaceful solution.,,,
mbdata,20140123201221,pinky,RT @CentralBulletin negotiations begin between shooter and police #Abila #CentralBulletin,,,
mbdata,20140123201222,KronosQuoth,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI,,,
mbdata,20140123201222,KronosQuoth,"People often say that motivation doesnt last. Well, neither does bathing.  Thats why we recommend it daily.  #KronosStar #POKRally",,,
mbdata,20140123201238,farmboy,RT @Officia1AbilaPost Top cruise destinations - where does #Abila rank?  smad.co.kronos/20cn8389,,,
mbdata,20140123201245,Clevvah4Evah,Dont loose your way in the dark going home #POK #Rally #Grammar,,,
mbdata,20140123201245,KronosQuoth,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI,,,
mbdata,20140123201245,Clevvah4Evah,My boss just made a 360 on his last decision! #POK #Rally #Grammar,,,
mbdata,20140123201245,KronosQuoth,The two most important days in your life are the day you are born and the day you find out why.  #KronosStar #POKRally,,,
mbdata,20140123201300,vetsRock,RT @hennyhenhendrix police just knocked on my door about the car!,,,
mbdata,20140123201300,microBanana,RT @MarcusDrymiau aw dang its a hostage thing #definitelygonnabelate,,,
mbdata,20140123201300,jgrobannne,RT @roger_roger still here,,,
mbdata,20140123201300,ourcountryourrights,rally is breaking up - peacefully tonight but next time... #POK,,,
mbdata,20140123201300,FriendsOfKronos,its a standoff what do you know? cops dont do anything at rally they dont do anything at shooting #POK,,,
mbdata,20140123201300,protoGuy,i could use a coffee,,,
mbdata,20140123201300,megaMan,@ben Im still behind the pole and a trashbin #TAG,,,
mbdata,20140123201300,roger_roger,WTF are the cops doing out there? just shoot them already,,,
mbdata,20140123201300,sofitees,should got another coffeee this is going to take a long time #standoff,36.059,24.857,
mbdata,20140123201309,KronosQuoth,Nothing in the world is more common than unsuccessful people with talent.  #POKRally #HI,,,
mbdata,20140123201310,megaMan,@george I dont know which are from the Post - are they @Post?  #TAG,,,
mbdata,20140123201317,siliconKing,RT @HomelandIlluminations APD is negotiating with gunmen for peaceful solution.,,,
mbdata,20140123201333,KronosQuoth,Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI,,,
mbdata,20140123201333,KronosQuoth,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI,,,
mbdata,20140123201333,KronosQuoth,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI,,,
mbdata,20140123201338,brandonL,RT @jenny90210 OMG going to the grocery store and pople are being shot,,,
mbdata,20140123201358,KronosQuoth,Do one thing every day that scares you.  #POKRally #HI,,,
mbdata,20140123201411,megaMan,@ben Police arent looking for me - they have their hands full #TAG,,,
mbdata,20140123201411,AbilaPoliceDepartment,Gelatogalore patrons have been advised to shelter in place #APD,,,
mbdata,20140123201417,vonneka,RT @NewsOnlineToday Injured firefighter in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123201421,teresaJ,RT @hennyhenhendrix they seemed really interested in where that van came from,,,
mbdata,20140123201422,stolkfair,RT @megaMan People trying to leave in their cars - police say no  #TAG,,,
mbdata,20140123201427,KronosQuoth,The distance between insanity and genius is measured only by success.  #POKRally #HI,,,
mbdata,20140123201427,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,
mbdata,20140123201448,KronosQuoth,Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally,,,
ccdata,20140123201500,,TRAFFIC STOP,,,4607 N. Barwyn St
mbdata,20140123201501,HomelandIlluminations,No word yet on condition of injured firefighter. #HI,,,
mbdata,20140123201501,unicorns,#dancingdolphinfire is a sign - corrupt Abila must be punished,,,
mbdata,20140123201501,anaregents,rallys over can't wait for the next one.?Thanks Sylvia! #POK,,,
mbdata,20140123201501,FriendsOfKronos,just admit it Sylvia Marek you are a terrorist POK are terrorists and you orchestrated all this #POK #terror,,,
mbdata,20140123201501,megaMan,@tomish Its a black panel van - no windows. #TAG,,,
mbdata,20140123201501,AbilaPost,General Grocer Octavios Office Supply and Carly's Coffee has all been closed #AbilaPost,,,
mbdata,20140123201501,HomelandIlluminations,Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201501,Simon_Hamaeth,i think they are trying to evacuate us! #standoff,,,
mbdata,20140123201511,KronosQuoth,No one can make you feel inferior without your consent.  #POKRally #HI,,,
